state,state_name,page_type,tier,name,population,latitude,longitude,url_slug,include_reason
CA,California,city,Core,Davis,67666,38.54491,-121.74052,/{segment}/ca/davis/,pop>=50k
CA,California,city,Core,Camarillo,67608,34.21639,-119.0376,/{segment}/ca/camarillo/,pop>=50k
CA,California,city,Core,South San Francisco,67271,37.65466,-122.40775,/{segment}/ca/south-san-francisco/,pop>=50k
CA,California,city,Core,Yuba City,66941,39.14045,-121.61691,/{segment}/ca/yuba-city/,pop>=50k
CA,California,city,Core,Palo Alto,66853,37.44188,-122.14302,/{segment}/ca/palo-alto/,pop>=50k
CA,California,city,Core,Laguna Niguel,65806,33.52253,-117.70755,/{segment}/ca/laguna-niguel/,pop>=50k
CA,California,city,Core,San Clemente,65526,33.42697,-117.61199,/{segment}/ca/san-clemente/,pop>=50k
CA,California,city,Core,Reseda,65000,34.20112,-118.53647,/{segment}/ca/reseda/,pop>=50k
CA,California,city,Core,Lodi,64596,38.1302,-121.27245,/{segment}/ca/lodi/,pop>=50k
CA,California,city,Core,North Hollywood,64587,34.17223,-118.37897,/{segment}/ca/north-hollywood/,pop>=50k
CA,California,city,Core,Santa Cruz,64220,36.97412,-122.0308,/{segment}/ca/santa-cruz/,pop>=50k
CA,California,city,Core,Pico Rivera,64218,33.98307,-118.09673,/{segment}/ca/pico-rivera/,pop>=50k
CA,California,city,Core,Madera,64208,36.96134,-120.06072,/{segment}/ca/madera/,pop>=50k
CA,California,city,Core,Montebello,63921,34.00946,-118.10535,/{segment}/ca/montebello/,pop>=50k
CA,California,city,Core,Florence-Graham,63387,33.96772,-118.24438,/{segment}/ca/florence-graham/,pop>=50k
CA,California,city,Core,Encinitas,62930,33.03699,-117.29198,/{segment}/ca/encinitas/,pop>=50k
CA,California,city,Core,Tulare,62315,36.20773,-119.34734,/{segment}/ca/tulare/,pop>=50k
CA,California,city,Core,La Habra,62131,33.93196,-117.94617,/{segment}/ca/la-habra/,pop>=50k
CA,California,city,Core,Lake Elsinore,61981,33.66808,-117.32726,/{segment}/ca/lake-elsinore/,pop>=50k
CA,California,city,Core,Carmichael,61762,38.61713,-121.32828,/{segment}/ca/carmichael/,pop>=50k
CA,California,city,Core,Monterey Park,61468,34.06251,-118.12285,/{segment}/ca/monterey-park/,pop>=50k
CA,California,city,Core,Castro Valley,61388,37.6941,-122.08635,/{segment}/ca/castro-valley/,pop>=50k
CA,California,city,Core,Rocklin,61213,38.79073,-121.23578,/{segment}/ca/rocklin/,pop>=50k
CA,California,city,Core,National City,61060,32.67811,-117.0992,/{segment}/ca/national-city/,pop>=50k
CA,California,city,Core,Canoga Park,60578,34.20112,-118.59814,/{segment}/ca/canoga-park/,pop>=50k
CA,California,city,Core,Cupertino,60572,37.323,-122.03218,/{segment}/ca/cupertino/,pop>=50k
CA,California,city,Core,Gardena,60447,33.88835,-118.30896,/{segment}/ca/gardena/,pop>=50k
CA,California,city,Core,Petaluma,60438,38.23242,-122.63665,/{segment}/ca/petaluma/,pop>=50k
CA,California,city,Core,La Mesa,60089,32.76783,-117.02308,/{segment}/ca/la-mesa/,pop>=50k
CA,California,city,Core,Rancho Penasquitos,60000,32.95949,-117.11531,/{segment}/ca/rancho-penasquitos/,pop>=50k
CA,California,city,Core,Valley Glen,60000,34.18568,-118.42032,/{segment}/ca/valley-glen/,pop>=50k
CA,California,city,Core,Canyon Country,59530,34.42333,-118.47203,/{segment}/ca/canyon-country/,pop>=50k
CA,California,city,Core,Huntington Park,59430,33.98168,-118.22507,/{segment}/ca/huntington-park/,pop>=50k
CA,California,city,Core,San Rafael,59162,37.97353,-122.53109,/{segment}/ca/san-rafael/,pop>=50k
CA,California,city,Core,Eastvale,59039,33.96358,-117.56418,/{segment}/ca/eastvale/,pop>=50k
CA,California,city,Core,Brentwood,58968,37.93187,-121.69579,/{segment}/ca/brentwood/,pop>=50k
CA,California,city,Core,Woodland,58567,38.67852,-121.7733,/{segment}/ca/woodland/,pop>=50k
CA,California,city,Core,Arcadia,58408,34.13973,-118.03534,/{segment}/ca/arcadia/,pop>=50k
CA,California,city,Core,Santee,57787,32.83838,-116.97392,/{segment}/ca/santee/,pop>=50k
CA,California,city,Core,Dublin,57721,37.70215,-121.93579,/{segment}/ca/dublin/,pop>=50k
CA,California,city,Core,South Whittier,57156,33.95015,-118.03917,/{segment}/ca/south-whittier/,pop>=50k
CA,California,city,Core,Fountain Valley,56987,33.70918,-117.95367,/{segment}/ca/fountain-valley/,pop>=50k
CA,California,city,Core,North Hills,56946,34.23639,-118.48472,/{segment}/ca/north-hills/,pop>=50k
CA,California,city,Core,Diamond Bar,56897,34.02862,-117.81034,/{segment}/ca/diamond-bar/,pop>=50k
CA,California,city,Core,Porterville,56058,36.06523,-119.01677,/{segment}/ca/porterville/,pop>=50k
CA,California,city,Core,Hanford,55659,36.32745,-119.64568,/{segment}/ca/hanford/,pop>=50k
CA,California,city,Core,Novato,55530,38.10742,-122.5697,/{segment}/ca/novato/,pop>=50k
CA,California,city,Core,Paramount,55412,33.88946,-118.15979,/{segment}/ca/paramount/,pop>=50k
CA,California,city,Core,Rosemead,54908,34.08057,-118.07285,/{segment}/ca/rosemead/,pop>=50k
CA,California,city,Core,Highland,54854,34.12834,-117.20865,/{segment}/ca/highland/,pop>=50k
CA,California,city,Core,Colton,54621,34.0739,-117.31365,/{segment}/ca/colton/,pop>=50k
CA,California,city,Core,Hacienda Heights,54038,33.99307,-117.96868,/{segment}/ca/hacienda-heights/,pop>=50k
CA,California,city,Core,Cathedral City,53826,33.77974,-116.46529,/{segment}/ca/cathedral-city/,pop>=50k
CA,California,city,Core,Watsonville,53628,36.91023,-121.75689,/{segment}/ca/watsonville/,pop>=50k
CA,California,city,Core,Yucaipa,53328,34.03363,-117.04309,/{segment}/ca/yucaipa/,pop>=50k
CA,California,city,Core,Gilroy,53231,37.00578,-121.56828,/{segment}/ca/gilroy/,pop>=50k
CA,California,city,Core,Delano,52733,35.76884,-119.24705,/{segment}/ca/delano/,pop>=50k
CA,California,city,Core,West Sacramento,52721,38.58046,-121.53023,/{segment}/ca/west-sacramento/,pop>=50k
CA,California,city,Core,Sherman Oaks,52677,34.15112,-118.44925,/{segment}/ca/sherman-oaks/,pop>=50k
CA,California,city,Core,Placentia,52495,33.87224,-117.87034,/{segment}/ca/placentia/,pop>=50k
CA,California,city,Core,Glendora,52009,34.13612,-117.86534,/{segment}/ca/glendora/,pop>=50k
CA,California,city,Core,Wilmington,52000,33.78002,-118.26257,/{segment}/ca/wilmington/,pop>=50k
CA,California,city,Core,Palm Desert,51869,33.72255,-116.37697,/{segment}/ca/palm-desert/,pop>=50k
CA,California,city,Core,Aliso Viejo,50195,33.56504,-117.72712,/{segment}/ca/aliso-viejo/,pop>=50k
CA,California,city,Core,Poway,50157,32.96282,-117.03586,/{segment}/ca/poway/,pop>=50k
CA,California,city,Extended,Cerritos,49975,33.85835,-118.06479,/{segment}/ca/cerritos/,tier1-corridor-state
CA,California,city,Extended,Lincoln,49757,38.89156,-121.29301,/{segment}/ca/lincoln/,tier1-corridor-state
CA,California,city,Extended,Azusa,49690,34.13362,-117.90756,/{segment}/ca/azusa/,tier1-corridor-state
CA,California,city,Extended,La Mirada,49520,33.91724,-118.01201,/{segment}/ca/la-mirada/,tier1-corridor-state
CA,California,city,Extended,Rancho Santa Margarita,49324,33.64086,-117.6031,/{segment}/ca/rancho-santa-margarita/,tier1-corridor-state
CA,California,city,Extended,Cypress,49290,33.81696,-118.03729,/{segment}/ca/cypress/,tier1-corridor-state
CA,California,city,Extended,Rowland Heights,48993,33.97612,-117.90534,/{segment}/ca/rowland-heights/,tier1-corridor-state
CA,California,city,Extended,Covina,48984,34.09001,-117.89034,/{segment}/ca/covina/,tier1-corridor-state
CA,California,city,Extended,Ceres,47963,37.59493,-120.95771,/{segment}/ca/ceres/,tier1-corridor-state
CA,California,city,Extended,Vermont Square,47555,34.00204,-118.29896,/{segment}/ca/vermont-square/,tier1-corridor-state
CA,California,city,Extended,Florin,47513,38.49602,-121.40884,/{segment}/ca/florin/,tier1-corridor-state
CA,California,city,Extended,Palm Springs,47371,33.8303,-116.54529,/{segment}/ca/palm-springs/,tier1-corridor-state
CA,California,city,Extended,San Luis Obispo,47339,35.28275,-120.65962,/{segment}/ca/san-luis-obispo/,tier1-corridor-state
CA,California,city,Extended,Mission District,47234,37.75993,-122.41914,/{segment}/ca/mission-district/,tier1-corridor-state
CA,California,city,Extended,Winnetka,47000,34.21334,-118.57203,/{segment}/ca/winnetka/,tier1-corridor-state
CA,California,city,Extended,San Jacinto,46951,33.78391,-116.95864,/{segment}/ca/san-jacinto/,tier1-corridor-state
CA,California,city,Extended,Laguna,46621,38.42102,-121.42384,/{segment}/ca/laguna/,tier1-corridor-state
CA,California,city,Extended,Antelope,45770,38.70824,-121.32995,/{segment}/ca/antelope/,tier1-corridor-state
CA,California,city,Extended,Newark,45336,37.52966,-122.04024,/{segment}/ca/newark/,tier1-corridor-state
CA,California,city,Extended,Coachella,44635,33.6803,-116.17389,/{segment}/ca/coachella/,tier1-corridor-state
CA,California,city,Extended,Encino,44581,34.15917,-118.50119,/{segment}/ca/encino/,tier1-corridor-state
CA,California,city,Extended,Danville,44400,37.82159,-121.99996,/{segment}/ca/danville/,tier1-corridor-state
CA,California,city,Extended,Lompoc,44164,34.63915,-120.45794,/{segment}/ca/lompoc/,tier1-corridor-state
CA,California,city,Extended,El Centro,43956,32.792,-115.56305,/{segment}/ca/el-centro/,tier1-corridor-state
CA,California,city,Extended,Echo Park,43832,34.07808,-118.26066,/{segment}/ca/echo-park/,tier1-corridor-state
CA,California,city,Extended,Beaumont,43811,33.92946,-116.97725,/{segment}/ca/beaumont/,tier1-corridor-state
CA,California,city,Extended,San Bruno,43185,37.63049,-122.41108,/{segment}/ca/san-bruno/,tier1-corridor-state
CA,California,city,Extended,Bell Gardens,43106,33.96529,-118.15146,/{segment}/ca/bell-gardens/,tier1-corridor-state
CA,California,city,Extended,Morgan Hill,42948,37.1305,-121.65439,/{segment}/ca/morgan-hill/,tier1-corridor-state
CA,California,city,Extended,La Jolla,42808,32.84727,-117.2742,/{segment}/ca/la-jolla/,tier1-corridor-state
CA,California,city,Extended,Altadena,42777,34.18973,-118.13118,/{segment}/ca/altadena/,tier1-corridor-state
CA,California,city,Extended,Rancho Palos Verdes,42732,33.74446,-118.38702,/{segment}/ca/rancho-palos-verdes/,tier1-corridor-state
CA,California,city,Extended,North Highlands,42694,38.68574,-121.37217,/{segment}/ca/north-highlands/,tier1-corridor-state
CA,California,city,Extended,Rohnert Park,42407,38.33964,-122.7011,/{segment}/ca/rohnert-park/,tier1-corridor-state
CA,California,city,Extended,El Dorado Hills,42108,38.68574,-121.08217,/{segment}/ca/el-dorado-hills/,tier1-corridor-state
CA,California,city,Extended,Brea,41944,33.91668,-117.90006,/{segment}/ca/brea/,tier1-corridor-state
CA,California,city,Extended,West Hills,41426,34.19731,-118.64398,/{segment}/ca/west-hills/,tier1-corridor-state
CA,California,city,Extended,Chatsworth,41255,34.25723,-118.6012,/{segment}/ca/chatsworth/,tier1-corridor-state
CA,California,city,Extended,Campbell,41117,37.28717,-121.94996,/{segment}/ca/campbell/,tier1-corridor-state
CA,California,city,Extended,Venice,40885,33.99084,-118.46008,/{segment}/ca/venice/,tier1-corridor-state
CA,California,city,Extended,La Puente,40745,34.02001,-117.94951,/{segment}/ca/la-puente/,tier1-corridor-state
CA,California,city,Extended,La Quinta,40476,33.66336,-116.31001,/{segment}/ca/la-quinta/,tier1-corridor-state
CA,California,city,Extended,San Gabriel,40424,34.09611,-118.10583,/{segment}/ca/san-gabriel/,tier1-corridor-state
CA,California,city,Extended,Calexico,40053,32.67895,-115.49888,/{segment}/ca/calexico/,tier1-corridor-state
CA,California,city,Extended,Oakley,39813,37.99742,-121.71245,/{segment}/ca/oakley/,tier1-corridor-state
CA,California,city,Extended,Sawtelle,39757,34.0363,-118.44949,/{segment}/ca/sawtelle/,tier1-corridor-state
CA,California,city,Extended,Culver City,39717,34.02112,-118.39647,/{segment}/ca/culver-city/,tier1-corridor-state
CA,California,city,Extended,Pacifica,39260,37.61383,-122.48692,/{segment}/ca/pacifica/,tier1-corridor-state
CA,California,city,Extended,Stanton,38872,33.80252,-117.99312,/{segment}/ca/stanton/,tier1-corridor-state
CA,California,city,Extended,Montclair,38690,34.07751,-117.68978,/{segment}/ca/montclair/,tier1-corridor-state
CA,California,city,Extended,Martinez,38137,38.01937,-122.13413,/{segment}/ca/martinez/,tier1-corridor-state
CA,California,city,Extended,Monrovia,37463,34.14806,-117.99895,/{segment}/ca/monrovia/,tier1-corridor-state
CA,California,city,Extended,Hollister,37462,36.85245,-121.4016,/{segment}/ca/hollister/,tier1-corridor-state
CA,California,city,Extended,Los Banos,37457,37.05828,-120.84992,/{segment}/ca/los-banos/,tier1-corridor-state
CA,California,city,Extended,San Juan Capistrano,36454,33.50169,-117.66255,/{segment}/ca/san-juan-capistrano/,tier1-corridor-state
CA,California,city,Extended,Temple City,36365,34.10723,-118.05785,/{segment}/ca/temple-city/,tier1-corridor-state
CA,California,city,Extended,Claremont,36283,34.09668,-117.71978,/{segment}/ca/claremont/,tier1-corridor-state
CA,California,city,Extended,West Hollywood,36222,34.09001,-118.36174,/{segment}/ca/west-hollywood/,tier1-corridor-state
CA,California,city,Extended,Bell,36205,33.97751,-118.18702,/{segment}/ca/bell/,tier1-corridor-state
CA,California,city,Extended,Moorpark,36104,34.28556,-118.88204,/{segment}/ca/moorpark/,tier1-corridor-state
CA,California,city,Extended,Willowbrook,35983,33.91696,-118.25507,/{segment}/ca/willowbrook/,tier1-corridor-state
CA,California,city,Extended,Manhattan Beach,35818,33.88474,-118.41091,/{segment}/ca/manhattan-beach/,tier1-corridor-state
CA,California,city,Extended,Wildomar,35632,33.59891,-117.28004,/{segment}/ca/wildomar/,tier1-corridor-state
CA,California,city,Extended,Beverly Hills,34869,34.07362,-118.40036,/{segment}/ca/beverly-hills/,tier1-corridor-state
CA,California,city,Extended,Pleasant Hill,34810,37.94798,-122.0608,/{segment}/ca/pleasant-hill/,tier1-corridor-state
CA,California,city,Extended,San Dimas,34630,34.10668,-117.80673,/{segment}/ca/san-dimas/,tier1-corridor-state
CA,California,city,Extended,Rubidoux,34280,33.99613,-117.4056,/{segment}/ca/rubidoux/,tier1-corridor-state
CA,California,city,Extended,Dana Point,34181,33.46697,-117.69811,/{segment}/ca/dana-point/,tier1-corridor-state
CA,California,city,Extended,La Presa,34169,32.70811,-116.99725,/{segment}/ca/la-presa/,tier1-corridor-state
CA,California,city,Extended,Studio City,34034,34.14862,-118.39647,/{segment}/ca/studio-city/,tier1-corridor-state
CA,California,city,Extended,Orangevale,33960,38.67851,-121.22578,/{segment}/ca/orangevale/,tier1-corridor-state
CA,California,city,Extended,Foster City,33477,37.55855,-122.27108,/{segment}/ca/foster-city/,tier1-corridor-state
CA,California,city,Extended,Menlo Park,33449,37.45383,-122.18219,/{segment}/ca/menlo-park/,tier1-corridor-state
CA,California,city,Extended,Lawndale,33430,33.88724,-118.35257,/{segment}/ca/lawndale/,tier1-corridor-state
CA,California,city,Extended,Brentwood,33312,34.05195,-118.47397,/{segment}/ca/brentwood/,tier1-corridor-state
CA,California,city,Extended,Adelanto,33166,34.58277,-117.40922,/{segment}/ca/adelanto/,tier1-corridor-state
CA,California,city,Extended,Foothill Farms,33121,38.67877,-121.35114,/{segment}/ca/foothill-farms/,tier1-corridor-state
CA,California,city,Extended,Seaside,33025,36.61107,-121.85162,/{segment}/ca/seaside/,tier1-corridor-state
CA,California,city,Extended,Silver Lake,32890,34.08668,-118.27023,/{segment}/ca/silver-lake/,tier1-corridor-state
CA,California,city,Extended,Oildale,32684,35.41968,-119.01955,/{segment}/ca/oildale/,tier1-corridor-state
CA,California,city,Extended,La Verne,32681,34.10084,-117.76784,/{segment}/ca/la-verne/,tier1-corridor-state
CA,California,city,Extended,Westmont,31853,33.9414,-118.3023,/{segment}/ca/westmont/,tier1-corridor-state
CA,California,city,Extended,Laguna Hills,31748,33.61252,-117.71283,/{segment}/ca/laguna-hills/,tier1-corridor-state
CA,California,city,Extended,Saratoga,30968,37.26383,-122.02301,/{segment}/ca/saratoga/,tier1-corridor-state
CA,California,city,Extended,Banning,30945,33.92557,-116.87641,/{segment}/ca/banning/,tier1-corridor-state
CA,California,city,Extended,Goleta,30944,34.43583,-119.82764,/{segment}/ca/goleta/,tier1-corridor-state
CA,California,city,Extended,Fair Oaks,30912,38.64463,-121.27217,/{segment}/ca/fair-oaks/,tier1-corridor-state
CA,California,city,Extended,Los Gatos,30705,37.22661,-121.97468,/{segment}/ca/los-gatos/,tier1-corridor-state
CA,California,city,Extended,Los Altos,30671,37.38522,-122.11413,/{segment}/ca/los-altos/,tier1-corridor-state
CA,California,city,Extended,Santa Paula,30546,34.35417,-119.05927,/{segment}/ca/santa-paula/,tier1-corridor-state
CA,California,city,Extended,Fallbrook,30534,33.37642,-117.25115,/{segment}/ca/fallbrook/,tier1-corridor-state
CA,California,city,Extended,Burlingame,30459,37.5841,-122.36608,/{segment}/ca/burlingame/,tier1-corridor-state
CA,California,city,Extended,San Pablo,30407,37.96215,-122.34553,/{segment}/ca/san-pablo/,tier1-corridor-state
CA,California,city,Extended,Walnut,30237,34.02029,-117.86534,/{segment}/ca/walnut/,tier1-corridor-state
CA,California,city,Extended,San Carlos,29931,37.50716,-122.26052,/{segment}/ca/san-carlos/,tier1-corridor-state
CA,California,city,Extended,Atascadero,29819,35.48942,-120.67073,/{segment}/ca/atascadero/,tier1-corridor-state
CA,California,city,Extended,East Palo Alto,29662,37.46883,-122.14108,/{segment}/ca/east-palo-alto/,tier1-corridor-state
CA,California,city,Extended,Atwater,29237,37.34772,-120.60908,/{segment}/ca/atwater/,tier1-corridor-state
CA,California,city,Extended,Orcutt,28905,34.86526,-120.436,/{segment}/ca/orcutt/,tier1-corridor-state
CA,California,city,Extended,Ridgecrest,28780,35.62246,-117.6709,/{segment}/ca/ridgecrest/,tier1-corridor-state
CA,California,city,Extended,Monterey,28338,36.60024,-121.89468,/{segment}/ca/monterey/,tier1-corridor-state
CA,California,city,Extended,Desert Hot Springs,28335,33.96173,-116.50353,/{segment}/ca/desert-hot-springs/,tier1-corridor-state
CA,California,city,Extended,Spring Valley,28205,32.74477,-116.99892,/{segment}/ca/spring-valley/,tier1-corridor-state
CA,California,city,Extended,Benicia,28167,38.04937,-122.15858,/{segment}/ca/benicia/,tier1-corridor-state
CA,California,city,Extended,Suisun,28111,38.23825,-122.04024,/{segment}/ca/suisun/,tier1-corridor-state
CA,California,city,Extended,Maywood,27888,33.98668,-118.18535,/{segment}/ca/maywood/,tier1-corridor-state
CA,California,city,Extended,Windsor,27464,38.54713,-122.81638,/{segment}/ca/windsor/,tier1-corridor-state
CA,California,city,Extended,Imperial Beach,27408,32.58394,-117.11308,/{segment}/ca/imperial-beach/,tier1-corridor-state
CA,California,city,Extended,Belmont,27218,37.52021,-122.2758,/{segment}/ca/belmont/,tier1-corridor-state
CA,California,city,Extended,Paso Robles,27157,35.62664,-120.691,/{segment}/ca/paso-robles/,tier1-corridor-state
CA,California,city,Extended,Agua Caliente,27090,38.32408,-122.48804,/{segment}/ca/agua-caliente/,tier1-corridor-state
CA,California,city,Extended,Eureka,27017,40.80207,-124.16367,/{segment}/ca/eureka/,tier1-corridor-state
CA,California,city,Extended,Lemon Grove,26709,32.74255,-117.03142,/{segment}/ca/lemon-grove/,tier1-corridor-state
CA,California,city,Extended,Tujunga,26527,34.25223,-118.28841,/{segment}/ca/tujunga/,tier1-corridor-state
CA,California,city,Extended,Paradise,26476,39.75961,-121.62192,/{segment}/ca/paradise/,tier1-corridor-state
CA,California,city,Extended,Norco,26289,33.93113,-117.54866,/{segment}/ca/norco/,tier1-corridor-state
CA,California,city,Extended,Wasco,26279,35.59412,-119.34095,/{segment}/ca/wasco/,tier1-corridor-state
CA,California,city,Extended,South Pasadena,26151,34.11612,-118.15035,/{segment}/ca/south-pasadena/,tier1-corridor-state
CA,California,city,Extended,Twentynine Palms,26025,34.13556,-116.05417,/{segment}/ca/twentynine-palms/,tier1-corridor-state
CA,California,city,Extended,Brawley,25897,32.97866,-115.53027,/{segment}/ca/brawley/,tier1-corridor-state
CA,California,city,Extended,Lafayette,25843,37.88576,-122.11802,/{segment}/ca/lafayette/,tier1-corridor-state
CA,California,city,Extended,Lemoore,25647,36.30078,-119.78291,/{segment}/ca/lemoore/,tier1-corridor-state
CA,California,city,Extended,Reedley,25569,36.59634,-119.4504,/{segment}/ca/reedley/,tier1-corridor-state
